,Energy_Consumption,Session_Count,Day_of_Week,Hour_of_Day,Month_of_Year,Year,Day/Night,IsHoliday,Weekend,HourSin,HourCos,DayOfWeekSin,DayOfWeekCos,MonthOfYearSin,MonthOfYearCos,Season,Energy_Consumption_1h,Energy_Consumption_6h,Energy_Consumption_12h,Energy_Consumption_24h,Energy_Consumption_1w,Energy_Consumption_rolling
2022-03-09 17:00:00,15.189509895608264,5,2,17,3,2022,True,0,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,16.201547987050972,40.405817890101055,2.0193385617439854,16.11311755017087,13.675978338120315,14.57202834932356
2022-03-09 18:00:00,18.34876121575721,3,2,18,3,2022,True,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,15.189509895608264,29.129634701547403,0.9651046405823476,20.551355660360063,15.919880682011982,14.48025358079844
2022-03-09 19:00:00,17.047895754776285,5,2,19,3,2022,False,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,18.34876121575721,38.76617202331381,1.3918953594176524,17.237839257609952,13.250628437250072,14.47233926818037
2022-03-09 20:00:00,17.884809525541886,3,2,20,3,2022,False,0,0,-0.8660254037844386,0.5,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,17.047895754776285,34.40092222839169,0.0,10.372719536959591,6.823199933773747,14.785343017704633
2022-03-09 21:00:00,12.99723255270877,3,2,21,3,2022,False,0,0,-0.7071067811865477,0.7071067811865475,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,17.884809525541886,26.49160418432689,11.95300495130746,6.620338438694812,0.5031487622075858,15.05104693912188
2022-03-09 22:00:00,2.9998644221276547,2,2,22,3,2022,False,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,12.99723255270877,16.201547987050972,36.72722266744066,5.9006646284726845,0.0,14.930180263857503
2022-03-09 23:00:00,0.0,0,2,23,3,2022,False,0,0,-0.2588190451025215,0.9659258262890681,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,Spring,2.9998644221276547,15.189509895608264,40.405817890101055,5.9006646284726845,0.0,14.684319237671142
2022-03-10 00:00:00,0.0,0,3,0,3,2022,False,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,0.0,18.34876121575721,29.129634701547403,5.9006646284726845,0.0,14.438458211484779
2022-03-10 01:00:00,0.0,0,3,1,3,2022,False,0,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,0.0,17.047895754776285,38.76617202331381,5.9006646284726845,0.0,14.192597185298418
2022-03-10 02:00:00,0.0,0,3,2,3,2022,False,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,Spring,0.0,17.884809525541886,34.40092222839169,5.9006646284726845,0.0,13.946736159112056
